"","sid","lname","fname","rating"
"13370","13370","OHLENSEHLEN","ALPHONSO","26"
"13371","13371","FRIEDRICH","SHERRYL","49"
"13372","13372","FROMONG","JOSUE","11"
"13373","13373","ALAGNA","TISA","43"
"13374","13374","HEISS","ANAMARIA","78"
"13375","13375","AARDEMA","MAUD","100"
"13376","13376","SILVAS","GWENN","67"
"13377","13377","PILCHOWSKI","CHANTAL","93"
"13378","13378","MOTTA","VERONICA","14"
"13379","13379","SAYRES","OMAR","48"
"13380","13380","KNOX","MIQUEL","82"
"13381","13381","LANGONE","SILAS","51"
"13382","13382","GLUC","WELDON","23"
"13383","13383","HOLIMAN","CHET","81"
"13384","13384","BICKEL","KASEY","56"
"13385","13385","UCCELLO","ROSY","67"
"13386","13386","TERRONE","RUFINA","18"
"13387","13387","BROZ","GUILLERMO","36"
"13388","13388","ALSPACH","EMIL","82"
"13389","13389","LANSBERG","KAREEM","71"
"13390","13390","LORIN","BARBRA","78"
"13391","13391","SETTERS","RALPH","4"
"13392","13392","VANWIEREN","JANITA","64"
"13393","13393","TASBY","MITZI","4"
"13394","13394","ALESSI","ARNITA","35"
"13395","13395","DONTEN","SHEBA","79"
"13396","13396","RISBERG","LINDSEY","32"
"13397","13397","PAPP","DORSEY","54"
"13398","13398","HONHART","DEBBY","64"
"13399","13399","KIRKWOOD","VI","60"
"13400","13400","LUNDQUIST","JOETTE","71"
"13401","13401","BENTSON","LUCIE","11"
"13402","13402","SOFIA","ROSS","18"
"13403","13403","ANDRSON","TANNER","29"
"13404","13404","FAGG","CARLEY","80"
"13405","13405","POORT","REED","94"
"13406","13406","HELMKAMP","JEWELL","50"
"13407","13407","WALP","SHELLEY","73"
"13408","13408","YAMPOLSKY","TAYLOR","50"
"13409","13409","BEUCHAT","JEROME","37"
"13410","13410","GAMET","KITTIE","17"
"13411","13411","VANTUYL","ALEXA","33"
"13412","13412","MCCORVEY","JAMAR","95"
"13413","13413","GOHLKE","JULIANNA","89"
"13414","13414","BODYFELT","LORIS","46"
"13415","13415","BAGDONAS","MITCH","61"
"13416","13416","JANSKI","NICOLA","72"
"13417","13417","BARRETTE","MAC","16"
"13418","13418","WEINGARD","REID","55"
"13419","13419","LOFARO","VANIA","87"
"13420","13420","ODENHEIMER","LENARD","4"
"13421","13421","KESEY","CARROL","82"
"13422","13422","REHL","LEONEL","1"
"13423","13423","GADOMSKI","BURT","94"
"13424","13424","SENESE","RONNI","90"
"13425","13425","STEPLETON","VAUGHN","84"
"13426","13426","LUNDEN","SANDRA","39"
"13427","13427","SOUTHWICK","LEN","4"
"13428","13428","BEAUREGUARD","STERLING","34"
"13429","13429","SWARTZELL","EPIFANIA","37"
"13430","13430","HANSEN","JASMINE","35"
"13431","13431","VAWTER","TONI","99"
"13432","13432","GUTTERIDGE","CASEY","76"
"13433","13433","BURTS","JON","71"
"13434","13434","ADAMCZAK","EBONY","46"
"13435","13435","SESSUM","KEVEN","33"
"13436","13436","REDEL","NORAH","34"
"13437","13437","TRON","BLAKE","51"
"13438","13438","LINTZ","QUENTIN","61"
"13439","13439","WIEGER","TAWANNA","57"
"13440","13440","SIGNORE","TYRELL","31"
"13441","13441","BOARDLEY","SANORA","68"
"13442","13442","MECZYWOR","DARA","6"
"13443","13443","ROSKOVENSKY","RON","48"
"13444","13444","PEZZANO","ASA","27"
"13445","13445","YASUDA","QUIANA","1"
"13446","13446","BURKHALTER","ROBBY","36"
"13447","13447","GOETHALS","ZELMA","63"
"13448","13448","CRABBS","LELAND","93"
"13449","13449","STEILING","LIONEL","11"
"13450","13450","GALVANI","REYNALDO","72"
"13451","13451","ELOFSON","BERRY","84"
"13452","13452","PHILSON","ELISA","83"
"13453","13453","ROMASANTA","GIOVANNI","20"
"13454","13454","SPERL","FLOYD","71"
"13455","13455","LYSNE","MOZELLE","56"
"13456","13456","HANAGAN","MARANDA","2"
"13457","13457","GLORIOSO","ALLEN","38"
"13458","13458","LINGERFELT","NORMAN","51"
"13459","13459","CLAUSS","KIRK","19"
"13460","13460","GOULDING","DANNY","48"
"13461","13461","BRAWNER","CHRISTEN","99"
"13462","13462","PAPPY","TY","19"
"13463","13463","NEUBIG","MYRTA","47"
"13464","13464","STYMIEST","RALEIGH","63"
"13465","13465","PALAS","NOAH","84"
"13466","13466","RZECZYCKI","CARLENA","17"
"13467","13467","KAHOLA","LOYD","52"
"13468","13468","MELGAR","LAWANA","40"
"13469","13469","BRILLA","KALEY","94"
"13470","13470","MESPELT","RONNIE","4"
"13471","13471","PECHER","SHERRIE","54"
"13472","13472","CRUMEDY","ISIDRO","23"
"13473","13473","EINWALTER","TONI","31"
"13474","13474","TUTTEROW","SPENCER","15"
"13475","13475","SUDERS","KELSI","68"
"13476","13476","SCHLATHER","DARRICK","4"
"13477","13477","DROCK","LYLA","94"
"13478","13478","BUTTRAY","VANETTA","39"
"13479","13479","QUINTONA","MINNIE","46"
"13480","13480","HITT","ROSELINE","9"
"13481","13481","SALVIA","AISHA","98"
"13482","13482","CHRISTO","FREDERIC","54"
"13483","13483","CEDRONE","LYNDSEY","3"
"13484","13484","ALCAOA","ADOLPH","88"
"13485","13485","WILCINSKI","CAROL","90"
"13486","13486","MCGOWAN","EMERSON","30"
"13487","13487","TATSAPAUGH","LEIGH","81"
"13488","13488","EYERMAN","GENE","42"
"13489","13489","SIMBECK","RIA","23"
"13490","13490","GROUND","RICHIE","89"
"13491","13491","RAKOW","TANA","23"
"13492","13492","SUITER","IMOGENE","20"
"13493","13493","LECHUGA","PRESTON","71"
"13494","13494","HEPFER","CONCEPTION","22"
"13495","13495","GERTSEN","SHERRIE","85"
"13496","13496","WORSTELL","SHAVONNE","9"
"13497","13497","ATHANASIOU","OLEVIA","59"
"13498","13498","OWENBY","KENNY","62"
"13499","13499","KARPOWICH","OLIN","86"
"13500","13500","BUTZ","ZACHARIAH","61"
"13501","13501","OLPIN","ALDEN","69"
"13502","13502","ZABLOUDIL","ANGELIKA","39"
"13503","13503","KOHLHEPP","BECKI","33"
"13504","13504","ARATA","NENA","1"
"13505","13505","SADLOW","LEISA","94"
"13506","13506","JARADAT","THOMAS","65"
"13507","13507","KNUCKLES","FELIPA","1"
"13508","13508","SHIFFLETT","NORMA","48"
"13509","13509","HOWKINS","SHALANDA","46"
"13510","13510","GENDUSA","LEANDRO","20"
"13511","13511","MONTONEZ","WERNER","29"
"13512","13512","BIGUSIAK","GRAHAM","65"
"13513","13513","FRAMES","RUBEN","86"
"13514","13514","ADELBLUE","MARTH","41"
"13515","13515","PORCHE","CECILA","10"
"13516","13516","PINCKLEY","ELWOOD","11"
"13517","13517","HENDREN","JACKELINE","65"
"13518","13518","BARNTHOUSE","LYNN","92"
"13519","13519","MADRE","ROXANA","94"
"13520","13520","VIBBERT","DANE","56"
"13521","13521","PETRUCCI","BENTON","38"
"13522","13522","WITHAM","TREVOR","32"
"13523","13523","GRANTO","LONG","76"
"13524","13524","SPEIGHT","WALDO","29"
"13525","13525","TABORDA","VERONIKA","31"
"13526","13526","LAZZAR","DAMON","22"
"13527","13527","CZAPOR","LINETTE","73"
"13528","13528","BERKS","AMADO","5"
"13529","13529","STAPLEFORD","BRUNA","60"
"13530","13530","HOLTRY","STEFAN","96"
"13531","13531","TADEMY","MATTHEW","9"
"13532","13532","LAH","LOVE","3"
"13533","13533","UNDERWOOD","HOLLI","3"
"13534","13534","CHICAS","ARDIS","84"
"13535","13535","SHALLA","LOUANNE","52"
"13536","13536","HOOVER","ALVIN","11"
"13537","13537","MENSER","MERCEDES","59"
"13538","13538","PUJIA","ENOCH","60"
"13539","13539","ERVAY","MARIANO","2"
"13540","13540","DUESING","DOLLY","60"
"13541","13541","HUFSTEDLER","ANGELIA","64"
"13542","13542","CASERTA","RODGER","62"
"13543","13543","EQUIHUA","WM","33"
"13544","13544","MCLEAN","PERRY","69"
"13545","13545","VATALARO","SUNG","32"
"13546","13546","BALBIN","GONZALO","29"
"13547","13547","HOSOI","YETTA","32"
"13548","13548","WOLSTED","WILBER","9"
"13549","13549","DAGEL","RICHARD","94"
"13550","13550","MAVLE","RAFAEL","2"
"13551","13551","STROMYER","MICAH","71"
"13552","13552","BUDESA","MADISON","96"
"13553","13553","GRACIE","DANI","78"
"13554","13554","ALKEN","HOBERT","37"
"13555","13555","HORKLEY","FAUSTINO","81"
"13556","13556","BUTSCH","JANEY","78"
"13557","13557","KEMPPAINEN","MILISSA","25"
"13558","13558","DEJOODE","STEWART","81"
"13559","13559","MITCHEM","BART","22"
"13560","13560","STINGLEY","DARREL","26"
"13561","13561","SQUILLACE","NAOMA","2"
"13562","13562","MONN","JERMAINE","94"
"13563","13563","HOEK","MIGUEL","84"
"13564","13564","TOLBENT","LASHONDA","10"
"13565","13565","VIERNES","EDGARDO","54"
"13566","13566","FURBEE","JAMAAL","44"
"13567","13567","COWIN","DELPHINE","59"
"13568","13568","HAGGARTY","JOEY","85"
"13569","13569","NAST","VICKI","92"
"13570","13570","WELCH","CONRAD","99"
"13571","13571","NICODEMUS","ALBERT","76"
"13572","13572","FAWBUSH","SHARON","39"
"13573","13573","SEBERT","MODESTA","13"
"13574","13574","SWEEDEN","LLOYD","80"
"13575","13575","WASZMER","LINA","71"
"13576","13576","NAGELKIRK","DELORIS","52"
"13577","13577","MAIN","BRITTENY","22"
"13578","13578","BOSOWSKI","XIOMARA","17"
"13579","13579","DORVIL","AYANA","43"
"13580","13580","ANDREATTA","IZOLA","73"
"13581","13581","PAZO","QUYEN","59"
"13582","13582","BOISSONNAULT","FORREST","32"
"13583","13583","WHITEWATER","MISTY","67"
"13584","13584","PULLARA","FLORIDA","19"
"13585","13585","HOLLENBACK","KASIE","72"
"13586","13586","HOWLETT","KARYL","57"
"13587","13587","PECOT","DOTTY","74"
"13588","13588","TOURTELLOTTE","JARRETT","66"
"13589","13589","EVJEN","RICKY","1"
"13590","13590","HANKEY","ELROY","94"
"13591","13591","VILLACORTA","KENT","23"
"13592","13592","ECKLER","THEDA","8"
"13593","13593","SCHAER","ERIKA","26"
"13594","13594","TABAG","CHARLEY","82"
"13595","13595","KELLS","QUINCY","62"
"13596","13596","KIPKA","JOHNIE","19"
"13597","13597","NEENAN","RAYMON","1"
"13598","13598","BAXTOR","CORTEZ","39"
"13599","13599","KUNSMAN","DARRELL","78"
"13600","13600","SIKANDER","MAIRA","38"
"13601","13601","FESLER","ELOISA","46"
"13602","13602","FORBUSH","DEL","51"
"13603","13603","LIKOS","SHERYLL","39"
"13604","13604","HOLLARD","HIROKO","31"
"13605","13605","BLEECK","MYLES","35"
"13606","13606","LEFEBRE","VEDA","17"
"13607","13607","INKLEBARGER","WINFORD","81"
"13608","13608","PAGANI","LOUANNE","95"
"13609","13609","WONG","EVERETT","88"
"13610","13610","SHATTUCK","ZACHARIAH","49"
"13611","13611","SCHINKEL","LELIA","89"
"13612","13612","DEFILIPPO","PERRY","65"
"13613","13613","KLARICH","SHANTAY","94"
"13614","13614","OCANAS","JAN","38"
"13615","13615","VILLEMARETTE","CRISTINA","61"
"13616","13616","BRUDER","LARRY","83"
"13617","13617","FENG","BUFORD","28"
"13618","13618","HOSIE","MADONNA","46"
"13619","13619","KNICK","VONDA","56"
"13620","13620","KOCH","KITTIE","20"
"13621","13621","KOPPINGER","SHAKIA","44"
"13622","13622","MATTYS","ANDERSON","66"
"13623","13623","GEML","PAMELIA","31"
"13624","13624","KETTINGER","TA","15"
"13625","13625","ALUQDAH","DARIUS","37"
"13626","13626","CRUZ","ABBIE","49"
"13627","13627","CROSSGROVE","AUDIE","42"
"13628","13628","RYMES","AURELIO","52"
"13629","13629","CUSANO","MALORIE","30"
"13630","13630","DOBIES","ZOILA","11"
"13631","13631","NEGRIN","CLEORA","7"
"13632","13632","ROEVER","ALISE","89"
"13633","13633","PROCHASKA","JERMAINE","97"
"13634","13634","ALTSCHULER","FREDRICKA","43"
"13635","13635","HARLE","ONA","89"
"13636","13636","ECKRICH","GERTHA","52"
"13637","13637","EBRON","SARAI","53"
"13638","13638","QUENZER","JARRETT","80"
"13639","13639","LAFOLLETTE","SHANE","70"
"13640","13640","PITZER","HOYT","69"
"13641","13641","HOLTMEIER","HARLEY","43"
"13642","13642","HARGITT","CHONG","51"
"13643","13643","DIRICO","CHRISTI","41"
"13644","13644","VANVOLKENBURG","KASSIE","28"
"13645","13645","DIMARIO","BERNETTA","100"
"13646","13646","CUMBERBATCH","DEENA","38"
"13647","13647","ZIEMAN","EDWINA","81"
"13648","13648","SANNA","MIKEL","24"
"13649","13649","PANTOLIANO","ALBERT","11"
"13650","13650","FOLKNER","RENAE","32"
"13651","13651","FLAVORS","LON","96"
"13652","13652","BRANDLEY","AURELIA","75"
"13653","13653","WINEBRENNER","STANLEY","7"
"13654","13654","WISCHMAN","MEREDITH","23"
"13655","13655","ROSA","WENDIE","2"
"13656","13656","STIMPSON","IRWIN","65"
"13657","13657","RAFUSE","DOTTIE","87"
"13658","13658","GEASLEY","TIM","77"
"13659","13659","PETERSON","LYLA","12"
"13660","13660","WEISSGERBER","MARQUERITE","93"
"13661","13661","SHINDLE","KRISTAN","29"
"13662","13662","CUFFY","MICHAL","64"
"13663","13663","SCHLEIFER","TRINIDAD","41"
"13664","13664","GARAVENTA","ERNEST","14"
"13665","13665","HAYCRAFT","BRODERICK","18"
"13666","13666","KITTNER","MADELAINE","5"
"13667","13667","SHEMANSKI","DEETTA","16"
"13668","13668","VIELMA","CHRISTOPHER","8"
"13669","13669","BOUTHOT","CORNELL","7"
"13670","13670","MABIE","RAYMUNDO","32"
"13671","13671","FUJIHARA","DEXTER","96"
"13672","13672","DEMALLIE","AYAKO","54"
"13673","13673","EBER","MAJORIE","39"
"13674","13674","MOOCK","DUSTIN","29"
"13675","13675","CORAM","OSWALDO","24"
"13676","13676","DUSHAJ","TIFANY","27"
"13677","13677","HINDIN","DORIAN","1"
"13678","13678","FU","VALERI","94"
"13679","13679","NEVENS","ELIDA","63"
"13680","13680","HENDERSHOTT","SHEMEKA","11"
"13681","13681","FIGUEIRA","HERMINE","41"
"13682","13682","FEDUNIEWICZ","ALISON","44"
"13683","13683","SWADLING","LAWERENCE","82"
"13684","13684","GERTELMAN","NELSON","45"
"13685","13685","LAGOS","DENNY","85"
"13686","13686","NINNEMAN","CHRISTIAN","81"
"13687","13687","SCADLOCK","ROSCOE","90"
"13688","13688","CHILCOTT","EZEQUIEL","70"
"13689","13689","KLINES","HAE","97"
"13690","13690","BISSADA","CRISTOBAL","85"
"13691","13691","KAMPNER","MERISSA","85"
"13692","13692","ZAMPARINI","ENRIQUETA","19"
"13693","13693","ODEAR","KELLY","71"
"13694","13694","LINA","VICENTE","38"
"13695","13695","PIZANA","ERICK","40"
"13696","13696","YANDA","FRANCES","46"
"13697","13697","RENNIE","RICKIE","2"
"13698","13698","ENTIN","ELMER","55"
"13699","13699","LATTUS","LOUIS","48"
"13700","13700","BRUN","JOSH","13"
"13701","13701","SHANNO","CEDRICK","4"
"13702","13702","HAMBLEN","MARSHA","40"
"13703","13703","VIANA","CHINA","40"
"13704","13704","LYTTLE","HERMA","54"
"13705","13705","DUBLE","DANNIE","44"
"13706","13706","TUERK","GLENN","99"
"13707","13707","CHAO","SUSY","6"
"13708","13708","BROKINS","AL","100"
"13709","13709","DOMBROSKI","LUVENIA","87"
"13710","13710","STALLMAN","FREDERICK","81"
"13711","13711","JANECZEK","THANH","92"
"13712","13712","ADKINSON","BERNARD","82"
"13713","13713","PEACY","BLAKE","58"
"13714","13714","MILLARD","JUAN","19"
"13715","13715","COUSINO","HOLLIS","94"
"13716","13716","FEILD","DELANA","52"
"13717","13717","LENIS","ISADORA","75"
"13718","13718","BATIZ","DONNETTA","20"
"13719","13719","GLENNY","ELLSWORTH","24"
"13720","13720","DUTROW","ZAIDA","96"
"13721","13721","MCMILLEON","DARREL","20"
"13722","13722","BARTOLO","EMELY","39"
"13723","13723","MENDOLA","VON","6"
"13724","13724","KAPITULA","JORDON","22"
"13725","13725","SARIN","TITUS","32"
"13726","13726","BAGLIONE","GRADY","50"
"13727","13727","BIRDIN","LENARD","36"
"13728","13728","DELHOMME","ARMINDA","81"
"13729","13729","MARMION","ANTIONE","28"
"13730","13730","DELISLE","CHERRY","79"
"13731","13731","DESHPANDE","LUCIANA","27"
"13732","13732","GOVERO","MARDELL","6"
"13733","13733","CLAUSEL","JAY","75"
"13734","13734","KUROWSKI","WES","35"
"13735","13735","BARTYLLA","SHIRLEE","36"
"13736","13736","LABRECQUE","JONATHON","99"
"13737","13737","FRIOU","MANUELA","82"
"13738","13738","HARTONG","VENETTA","95"
"13739","13739","AUBIN","LUCIANO","12"
"13740","13740","PARSONS","LANDON","100"
"13741","13741","GERDEMAN","CHRISTEEN","43"
"13742","13742","CLASBY","DOMENIC","71"
"13743","13743","OSEN","JIMMIE","28"
"13744","13744","GROEN","DEWAYNE","8"
"13745","13745","KLIETHERMES","AVERY","18"
"13746","13746","KAHOUN","HASSAN","62"
"13747","13747","WILBANKS","EMILIO","74"
"13748","13748","HENN","GABRIELE","32"
"13749","13749","SPRAFKA","MELLIE","55"
"13750","13750","RYNEER","EMANUEL","100"
"13751","13751","TRITCH","TRACEY","65"
"13752","13752","KOSICKI","MAI","91"
"13753","13753","WALTJEN","CASSY","22"
"13754","13754","LAFRANCE","BRANDE","32"
"13755","13755","SANTY","MARC","2"
"13756","13756","SPEZIO","JULIO","19"
"13757","13757","MANDEVILLE","HARLAND","16"
"13758","13758","SCHLEIG","ROBBY","26"
"13759","13759","KASHANI","CARRI","71"
"13760","13760","BADIA","BEAU","59"
"13761","13761","GARGIS","YVETTE","97"
"13762","13762","BOWERING","ANITA","43"
"13763","13763","REDSHAW","BOYCE","17"
"13764","13764","LEVITAN","WAVA","68"
"13765","13765","ALDABA","JOSE","36"
"13766","13766","WITTIG","MARGUERITA","10"
"13767","13767","CLINCH","RICK","68"
"13768","13768","SAMICK","VERLINE","60"
"13769","13769","LEZER","MEGGAN","99"
"13770","13770","ECHEVARIA","TEODORA","19"
"13771","13771","BURGHARD","GUS","61"
"13772","13772","MUNOS","DOMINIQUE","84"
"13773","13773","GETTIG","SPENCER","73"
"13774","13774","ORFORD","HANH","61"
"13775","13775","SHARTLE","DELMY","99"
"13776","13776","KUROHARA","GERTRUD","27"
"13777","13777","CLANKSCALES","LANCE","50"
"13778","13778","DRIGGARS","ALFREDO","60"
"13779","13779","VOLBERT","BLONDELL","11"
"13780","13780","LAGANA","GERMAN","73"
"13781","13781","GUILLEBEAU","PHILIP","99"
"13782","13782","BAZZLE","FABIAN","90"
"13783","13783","SHEARHART","DANICA","91"
"13784","13784","ANZURES","GLADIS","93"
"13785","13785","CARBONE","ROSANNE","14"
"13786","13786","ZEPEDA","KORY","88"
"13787","13787","SALLOUM","DARRON","35"
"13788","13788","EICHER","SOL","100"
"13789","13789","HIGH","EMMITT","98"
"13790","13790","BILLINSLEY","NICKY","40"
"13791","13791","GUEVIN","LACY","14"
"13792","13792","CITARELLA","EVA","71"
"13793","13793","CARCHI","CHAD","85"
"13794","13794","DEFEO","NOELLE","93"
"13795","13795","RADVANY","KATLYN","50"
"13796","13796","PINARD","CHERYLE","6"
"13797","13797","HOSPELHORN","CRISTOPHER","28"
"13798","13798","SARAVIA","CASEY","93"
"13799","13799","LEVITAN","ELDRIDGE","23"
"13800","13800","MEALEY","YOUNG","87"
"13801","13801","TREMEL","RIVKA","24"
"13802","13802","TORBETT","TAMMIE","9"
"13803","13803","EACRET","AVERY","93"
"13804","13804","WEISSBERG","CASIE","7"
"13805","13805","HODNEFIELD","MITCH","69"
"13806","13806","KIKER","MAYNARD","8"
"13807","13807","DEGEEST","FE","77"
"13808","13808","WESTRUP","DAVE","1"
"13809","13809","RAWLINGS","TRUDY","74"
"13810","13810","CARRON","RUBYE","5"
"13811","13811","LOESCH","LAURYN","43"
"13812","13812","BAARTS","MALCOLM","32"
"13813","13813","ALLPHIN","ISSAC","30"
"13814","13814","KUSTERER","EMILIO","57"
"13815","13815","WORTINGER","MARIA","12"
"13816","13816","FJETLAND","ANTONIA","45"
"13817","13817","HETZLER","GISELA","13"
"13818","13818","HOYLE","LUE","15"
"13819","13819","LINTZ","CHARLEY","38"
"13820","13820","HAYWOOD","MARILEE","34"
"13821","13821","MICKENHEIM","RINA","95"
"13822","13822","MISSEL","JEFFERY","75"
"13823","13823","AHMAD","SARA","2"
"13824","13824","CLARDY","JEREMY","67"
"13825","13825","LEBARGE","WILL","95"
"13826","13826","CARROWAY","MAE","96"
"13827","13827","BORZEA","ANNMARIE","75"
"13828","13828","MAGNONE","LANA","33"
"13829","13829","KELLON","LUE","41"
"13830","13830","FONNER","TYRON","68"
"13831","13831","VANLITH","RHETT","56"
"13832","13832","SHAGGY","EVANGELINE","98"
"13833","13833","SPOTTED","CYNDI","60"
"13834","13834","RIGHTLEY","KENNETH","28"
"13835","13835","SKOLNICK","RIGOBERTO","58"
"13836","13836","ZANGE","MONROE","23"
"13837","13837","BANFILL","SHERRON","92"
"13838","13838","AKSOY","JULISSA","44"
"13839","13839","MILLING","GIDGET","79"
"13840","13840","SPOON","JAMMIE","88"
"13841","13841","HAUCK",NA,"94"
"13842","13842","TROMETTER","LEVI","20"
"13843","13843","NEIDERHISER","SEEMA","98"
"13844","13844","MCCAUGHAN","TENNILLE","29"
"13845","13845","SCHWARTZBERG","CLEMMIE","66"
"13846","13846","BAHUN","ELWOOD","74"
"13847","13847","QUIZON","ILEEN","9"
"13848","13848","WAITKUS","JOHNATHON","11"
"13849","13849","YURO","CAROLL","30"
"13850","13850","KALMBACH","SCOTTY","4"
"13851","13851","DECLOUETTE","KELVIN","97"
"13852","13852","PANGELINA","IRVING","35"
"13853","13853","CARSCALLEN","LETTY","83"
"13854","13854","KAGAN","GARFIELD","65"
"13855","13855","SWONGER","LUCINA","70"
"13856","13856","KOFOOT","MADIE","76"
"13857","13857","HASSELMAN","COLUMBUS","57"
"13858","13858","TORTORIELLO","MONNIE","55"
"13859","13859","BACHNER","DION","40"
"13860","13860","LABRIOLA","NICOLAS","41"
"13861","13861","KWILOSZ","MERLIN","69"
"13862","13862","BIZZLE","MIESHA","44"
"13863","13863","ARNTSON","JACQUELIN","49"
"13864","13864","CHIOTTI","CARYL","91"
"13865","13865","HRBACEK","BARRETT","52"
"13866","13866","LOVEDAY","ROOSEVELT","97"
"13867","13867","KUZMANIC","JOHNNA","89"
"13868","13868","ABOLT","HAYDEE","29"
"13869","13869","STINER","SANDY","54"
"13870","13870","MASHER","LATONIA","6"
"13871","13871","MEJORADO","ALVARO","52"
"13872","13872","CHEEK","MITTIE","45"
"13873","13873","BLESSMAN","VIRGIE","58"
"13874","13874","RAYBOULD","VERENA","91"
"13875","13875","GREENLER","LINDSAY","55"
"13876","13876","BANEY","SATURNINA","100"
"13877","13877","BENZSCHAWEL","CARMEL","86"
"13878","13878","HARTUP","CLEVELAND","12"
"13879","13879","STEPHANIE","MATT","14"
"13880","13880","SCHONE","CHANELL","22"
"13881","13881","ABSHER","MARIANO","53"
"13882","13882","HASEGAWA","IRVIN","43"
"13883","13883","LAUGHLIN","ERICH","39"
"13884","13884","ANSCHUTZ","ARLYNE","64"
"13885","13885","POELLINETZ","MICAH","17"
